timestamp,usage,kernel,nice,idle,io,hardware_interrupts,software_interrupts,steal_time
2020-04-16 16:29:02,16.7,4.9,0.0,40.7,0.0,0.0,0.6,37.0
2020-04-16 16:30:01,41.2,16.0,0.0,37.0,0.0,0.0,0.8,5.0
2020-04-16 16:31:01,19.5,4.5,0.0,23.4,0.0,0.0,0.0,52.6
2020-04-16 16:32:02,16.9,4.4,0.0,47.1,0.0,0.0,0.7,30.9
2020-04-16 16:33:01,23.5,4.1,0.0,66.3,1.0,0.0,0.0,5.1
2020-04-16 16:34:01,19.1,7.1,0.0,26.2,0.0,0.0,1.4,46.1
2020-04-16 16:35:02,12.5,6.6,0.0,42.8,0.0,0.0,0.0,38.2
2020-04-16 16:36:01,19.5,4.9,0.0,59.3,0.0,0.0,0.8,15.4
2020-04-16 16:37:01,22.0,8.1,0.0,47.2,0.0,0.0,1.6,21.1
2020-04-16 16:38:02,22.9,6.7,0.0,66.7,0.0,0.0,1.9,1.9
2020-04-16 16:39:01,30.9,12.7,0.0,51.8,0.0,0.0,0.9,3.6
2020-04-16 16:40:01,21.2,4.2,0.0,61.9,0.0,0.0,0.8,11.9
2020-04-16 16:41:01,19.8,5.9,0.0,73.3,0.0,0.0,0.0,1.0
2020-04-16 16:42:02,17.7,5.6,0.0,61.3,0.0,0.0,0.8,14.5
2020-04-16 16:43:01,16.1,7.3,0.0,64.5,0.0,0.0,0.8,11.3
2020-04-16 16:44:01,16.3,4.9,0.0,50.4,0.0,0.0,1.6,26.8
2020-04-16 16:45:02,12.2,3.1,0.0,22.1,0.0,0.0,0.0,62.6
2020-04-16 16:46:02,17.5,7.0,0.0,69.3,0.0,0.0,0.0,6.1
2020-04-16 16:47:01,23.5,3.1,0.0,73.5,0.0,0.0,0.0,0.0
2020-04-16 16:48:01,23.6,6.4,0.0,60.0,0.0,0.0,0.0,10.0
2020-04-16 16:49:01,18.2,4.5,0.0,32.6,0.0,0.0,0.8,43.9
2020-04-16 16:50:02,19.3,5.9,0.0,14.8,0.0,0.0,0.7,59.3
2020-04-16 16:51:01,24.0,5.0,0.0,70.0,0.0,0.0,0.0,1.0
2020-04-16 16:52:01,20.2,4.0,0.0,56.5,0.0,0.0,0.8,18.5
